generation,individual,val_loss,n_params,n_layers,architecture
19,3,0.532506,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
19,4,0.541037,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
19,5,0.546687,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
19,6,0.568624,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
19,7,0.573307,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
20,0,0.500510,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
20,1,0.503064,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
20,2,0.514680,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
20,3,0.534040,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
20,4,0.540324,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
20,5,0.544639,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
20,6,0.565422,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
20,7,0.574559,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
21,0,0.498610,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
21,1,0.499053,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
21,2,0.513944,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
21,3,0.533035,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
21,4,0.538949,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
21,5,0.543166,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
21,6,0.568013,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
21,7,0.580541,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
22,0,0.499512,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
22,1,0.500999,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
22,2,0.512514,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
22,3,0.529814,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
22,4,0.541144,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
22,5,0.546697,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
22,6,0.566941,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
22,7,0.584276,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
23,0,0.498917,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
23,1,0.500625,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
23,2,0.508489,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
23,3,0.534955,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
23,4,0.540889,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
23,5,0.550625,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
23,6,0.569241,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
23,7,0.581646,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
24,0,0.493737,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
24,1,0.498685,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
24,2,0.507908,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
24,3,0.531672,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
24,4,0.537256,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
24,5,0.550266,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
24,6,0.568256,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
24,7,0.582539,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
25,0,0.490488,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
25,1,0.495682,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
25,2,0.505650,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
25,3,0.526862,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
25,4,0.537754,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
25,5,0.542557,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
25,6,0.570996,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
25,7,0.586532,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
26,0,0.491654,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
26,1,0.491521,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
26,2,0.503358,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
26,3,0.530047,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
26,4,0.535416,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
26,5,0.548950,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
26,6,0.570150,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
26,7,0.586207,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
27,0,0.491919,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
27,1,0.490721,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
27,2,0.504458,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
27,3,0.528392,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
27,4,0.539053,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
27,5,0.543706,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
27,6,0.566295,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
27,7,0.588501,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
28,0,0.490161,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
28,1,0.491436,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
28,2,0.503214,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
28,3,0.527761,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
28,4,0.540089,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
28,5,0.544566,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
28,6,0.571038,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
28,7,0.589216,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
29,0,0.490095,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
29,1,0.491680,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
29,2,0.499818,1984069,6,[128/k3→32/k3→512/k1→256/k1→512/k3→128/k3]
29,3,0.529712,1227909,9,[512/k3→64/k3→512/k3→32/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
29,4,0.539899,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
29,5,0.550678,597381,8,[512/k3→64/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
29,6,0.575087,220133,9,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1→512/k1]
29,7,0.600033,184101,8,[32/k1→128/k1→64/k1→32/k1→512/k3→32/k1→32/k1→64/k1]
30,0,0.489006,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
30,1,0.486968,3904709,6,[128/k3→32/k3→1024/k1→256/k1→512/k3→512/k3]
30,2,0.542213,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
30,3,0.489429,3756229,6,[128/k3→32/k3→512/k1→256/k1→512/k3→512/k3]
30,4,0.523301,658757,6,[128/k3→32/k3→512/k1→256/k1→64/k3→512/k3]
30,5,0.499544,2050117,7,[128/k3→32/k3→512/k1→256/k1→256/k1→512/k3→128/k3]
30,6,0.541385,907653,9,[512/k3→64/k3→512/k3→32/k1→256/k3→128/k1→64/k3→32/k1→256/k1]
30,7,0.541533,4023365,9,[512/k3→64/k3→512/k3→1024/k1→256/k3→512/k1→64/k3→32/k1→256/k1]
